时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出,超额收益(%)
2021-04-19 16:00:00,116.86,566.58,9536,0,0,0,207.38
2021-04-20 16:00:00,116.71,586.64,20068,0,0,0,216.85
2021-04-21 16:00:00,117.36,566.58,0,-20064,0,0,206.67
2021-04-22 16:00:00,116.96,576.13,9548.06,0,445062,-669106,211.64
2021-04-23 16:00:00,118.93,547.81,0,-28318,0,0,195.9
2021-04-26 16:00:00,116.45,558.83,11022,0,0,0,204.38
2021-04-27 16:00:00,117.01,607.05,48216,0,0,0,225.81
2021-04-28 16:00:00,118.24,607.84,788,0,0,0,224.34
2021-04-29 16:00:00,120.15,592.72,0,-15120,0,0,214.66
2021-04-30 16:00:00,118.42,600.1,7380,0,0,0,220.53
2021-05-06 16:00:00,115.76,589.21,0,-10890,0,0,219.43
2021-05-07 16:00:00,112.98,615.31,26100,0,0,0,235.86
2021-05-10 16:00:00,112.83,615.76,450,0,0,0,236.31
2021-05-11 16:00:00,114.14,632.96,17203.01,0,502719,-279540,242.28
2021-05-12 16:00:00,115.05,615.65,0,-17308,0,0,232.78
2021-05-13 16:00:00,112.85,613.2,0,-2452,0,0,235.07
2021-05-14 16:00:00,117.87,620.03,6831,0,0,0,230.49
2021-05-17 16:00:00,121.04,599.28,0,-20746,0,0,216.36
2021-05-18 16:00:00,121.15,602.17,2883,0,0,0,217.51
2021-05-19 16:00:00,120.5,593.57,0,-8601,0,0,214.54
2021-05-20 16:00:00,121.1,599.34,5777,0,0,0,216.3
2021-05-21 16:00:00,118.87,599.76,419,0,0,0,219.71
2021-05-24 16:00:00,119.79,598.87,0,-895,0,0,217.97
2021-05-25 16:00:00,126.73,592.71,0,-6151.97,695163,-696614,205.52
2021-05-26 16:00:00,126.82,615.01,22296,0,0,0,215.23
2021-05-27 16:00:00,127.57,613.14,0,-1872,0,0,213.37
2021-05-28 16:00:00,126.84,619.27,6129,0,0,0,217.08
2021-05-31 16:00:00,127.29,614.14,0,-5130,0,0,214.2
2021-06-01 16:00:00,127.72,610.79,0,-3345,0,0,212.13
2021-06-02 16:00:00,125.51,610.58,0,-210,0,0,215.1
2021-06-03 16:00:00,124.04,613.03,2448,0,0,0,218.26
2021-06-04 16:00:00,125.19,607.82,0,-5208,0,0,214.32
2021-06-07 16:00:00,124.99,603.32,0,-4503,0,0,212.6
2021-06-08 16:00:00,123.05,605.66,2337.26,0,701211,-702912,216.37
2021-06-09 16:00:00,123.23,607.52,1861,0,0,0,216.95
2021-06-10 16:00:00,124.73,604.84,0,-2679,0,0,213.64
2021-06-11 16:00:00,122.73,598.02,0,-6822,0,0,213.39
2021-06-15 16:00:00,120.25,585.53,0,-12487,0,0,211.25
2021-06-16 16:00:00,116.58,579.3,0,-6234,0,0,213.65
2021-06-17 16:00:00,117.5,577.67,0,-1627,0,0,211.57
2021-06-18 16:00:00,117.52,591.12,13455,0,0,0,217.73
2021-06-21 16:00:00,117.01,604.46,13338,0,0,0,224.62
2021-06-22 16:00:00,118.36,610.21,5751,0,0,0,225.25
2021-06-23 16:00:00,119.44,602.23,0,-7978.21,710952,-710015,220.01
2021-06-24 16:00:00,119.8,590.66,0,-11577,0,0,214.22
2021-06-25 16:00:00,123.38,591.91,1257,0,0,0,209.75
2021-06-28 16:00:00,123.89,596.62,4707,0,0,0,211.14
2021-06-29 16:00:00,121.28,590.75,0,-5871,0,0,212.16
2021-06-30 16:00:00,122.7,591.07,324,0,0,0,210.31
2021-07-01 16:00:00,122.94,573.88,0,-17190,0,0,202.27
2021-07-02 16:00:00,116.61,567.99,0,-5892,0,0,208.38
2021-07-05 16:00:00,116.81,578.08,10086,0,0,0,212.75
2021-07-06 16:00:00,116.69,594.43,16347,0,0,0,220.47
2021-07-07 16:00:00,119.14,594.15,0,-276.14,686278,-689073,216.76
2021-07-08 16:00:00,116.91,605.06,10912,0,0,0,225.05
2021-07-09 16:00:00,116.11,616.16,11101,0,0,0,231.39
2021-07-12 16:00:00,118.81,608.38,0,-7779,0,0,223.74
2021-07-13 16:00:00,119.21,622.18,13796,0,0,0,229.45
2021-07-14 16:00:00,116.69,602.51,0,-19673,0,0,224.2
2021-07-15 16:00:00,119.61,594.93,0,-7577,0,0,216.44
2021-07-16 16:00:00,117.19,592.84,0,-2085,0,0,219
2021-07-19 16:00:00,117.99,594.36,1511,0,0,0,218.53
2021-07-20 16:00:00,117.8,614.18,19820,0,0,0,227.91
2021-07-21 16:00:00,119.29,608.5,0,-5678.33,710884,-710129,223.09
2021-07-22 16:00:00,119.62,610.04,1543,0,0,0,223.3
2021-07-23 16:00:00,116.96,590.63,0,-19411,0,0,218.32
2021-07-26 16:00:00,109.97,585.38,0,-5252,0,0,226.42
2021-07-27 16:00:00,102.55,589.15,3775,0,0,0,240.24
2021-07-28 16:00:00,102.94,592.83,3681,0,0,0,241.4
2021-07-29 16:00:00,106.77,603.23,10400,0,0,0,240.1
2021-07-30 16:00:00,105.1,616.29,13052,0,0,0,249.24
2021-08-02 16:00:00,110.33,632.15,15863,0,0,0,248.1
2021-08-03 16:00:00,110.36,616.91,0,-15240,0,0,240.8
2021-08-04 16:00:00,112.25,614.12,0,-2790.47,473223,-713186,236.45
2021-08-05 16:00:00,110.96,616.55,2430,0,0,0,239.66
2021-08-06 16:00:00,109.81,614.43,0,-2121,0,0,240.51
2021-08-09 16:00:00,112.54,628.09,13659,0,0,0,242.57
2021-08-10 16:00:00,114.99,622.22,0,-5865,0,0,235.93
2021-08-11 16:00:00,113.81,615.09,0,-7134,0,0,234.45
2021-08-12 16:00:00,112.02,617.66,2577,0,0,0,238.49
2021-08-13 16:00:00,110.85,623.52,5853,0,0,0,243.14
2021-08-16 16:00:00,110.64,637.02,13506,0,0,0,249.9
2021-08-17 16:00:00,106.22,636.67,0,-348,0,0,257.23
2021-08-18 16:00:00,108.64,636.21,0,-465.37,489216,-497109,252.86
2021-08-19 16:00:00,107.28,670.82,34608,0,0,0,271.87
2021-08-20 16:00:00,103.32,675.21,4392,0,0,0,281.28
2021-08-23 16:00:00,106.16,676.63,1424,0,0,0,276.71
2021-08-24 16:00:00,108.39,682.03,5392,0,0,0,275.27
2021-08-25 16:00:00,108.81,680.19,0,-1840,0,0,273.64
2021-08-26 16:00:00,104.69,690.73,10544,0,0,0,286.31
2021-08-27 16:00:00,105.78,673.57,0,-17160,0,0,275.92
2021-08-30 16:00:00,105.19,684.55,10984,0,0,0,282.35
2021-08-31 16:00:00,104.87,681.15,0,-3408,0,0,281.29
2021-09-01 16:00:00,107.59,667.34,0,-13809.35,778666,-533848,269.64
2021-09-02 16:00:00,107.59,682.92,15582,0,0,0,277.15
2021-09-03 16:00:00,106.46,683.94,1026,0,0,0,279.71
2021-09-06 16:00:00,110.33,698.74,14800,0,0,0,279.76
2021-09-07 16:00:00,112.85,698.04,0,-708,0,0,274.93
2021-09-08 16:00:00,111.96,715.4,17361,0,0,0,284.7
2021-09-09 16:00:00,111.87,710.5,0,-4898,0,0,282.55
2021-09-10 16:00:00,113.73,689.92,0,-20574,0,0,269.59
2021-09-13 16:00:00,112.8,693.99,4070,0,0,0,273.12
2021-09-14 16:00:00,109.62,683.17,0,-10824,0,0,273.61
2021-09-15 16:00:00,107.5,689.5,6326.92,0,780583,-780799,280.48
2021-09-16 16:00:00,104.95,687.78,0,-1715,0,0,284.38
2021-09-17 16:00:00,107.01,688.81,1027,0,0,0,281.05
2021-09-22 16:00:00,105.55,679.4,0,-9410,0,0,279.18
2021-09-23 16:00:00,106.89,689.83,10427,0,0,0,281.76
2021-09-24 16:00:00,106.73,658.67,0,-31155,0,0,266.99
2021-09-27 16:00:00,107.92,633.44,0,-25235,0,0,252.75
2021-09-28 16:00:00,108.2,648,14568,0,0,0,259.27
2021-09-29 16:00:00,106.07,628.95,0,-19057,0,0,253.74
2021-09-30 16:00:00,107.46,636.69,7742,0,0,0,255.1
2021-10-08 16:00:00,110.17,649.86,13173.04,0,739682,-740855,256.79
2021-10-11 16:00:00,110.43,643.47,0,-6388,0,0,253.31
2021-10-12 16:00:00,108.2,621.46,0,-22017,0,0,246.52
2021-10-13 16:00:00,110.6,614.33,0,-7130,0,0,239.19
2021-10-14 16:00:00,109.47,619.62,5289,0,0,0,243.54
2021-10-15 16:00:00,110.26,606.21,0,-13409,0,0,235.87
2021-10-18 16:00:00,107.81,618.92,12713,0,0,0,245.95
2021-10-19 16:00:00,109.86,617.69,0,-1232,0,0,241.99
2021-10-20 16:00:00,109.32,624.58,6893,0,0,0,246.16
2021-10-21 16:00:00,110.08,607.14,0,-17438,0,0,236.61
2021-10-22 16:00:00,111.44,605.23,0,-1911.02,468745,-706892,233.54
2021-10-25 16:00:00,112.28,620.4,15163,0,0,0,239.36
2021-10-26 16:00:00,111.58,614.48,0,-5916,0,0,237.69
2021-10-27 16:00:00,108.81,604.46,0,-10019,0,0,237.37
2021-10-28 16:00:00,107.36,580.56,0,-23897,0,0,228.2
2021-10-29 16:00:00,109.26,588.13,7571,0,0,0,228.84
2021-11-01 16:00:00,108.49,594.7,6570,0,0,0,233.21
2021-11-02 16:00:00,106.33,596.36,1652,0,0,0,237.5
2021-11-03 16:00:00,105.53,599.08,2721,0,0,0,240.14
2021-11-04 16:00:00,107.56,604.38,5307,0,0,0,239.36
2021-11-05 16:00:00,106.43,588.91,0,-15475.03,703320,-466974,233.73
2021-11-08 16:00:00,106.68,588.17,0,-735,0,0,232.96
2021-11-09 16:00:00,106.62,621.12,32950,0,0,0,249.01
2021-11-10 16:00:00,105.53,604.1,0,-17029,0,0,242.58
2021-11-11 16:00:00,108.83,608.41,4310,0,0,0,239.23
2021-11-12 16:00:00,108.39,605.61,0,-2791,0,0,238.6
2021-11-15 16:00:00,108.14,599.31,0,-6301,0,0,235.98
2021-11-16 16:00:00,108.18,589.64,0,-9677,0,0,231.27
2021-11-17 16:00:00,108.28,598.61,8974,0,0,0,235.42
2021-11-18 16:00:00,106.23,612.69,14084,0,0,0,245.58
2021-11-19 16:00:00,108.47,616.88,4184.65,0,478680,-722182,243.88
2021-11-22 16:00:00,109.42,615.41,0,-1472,0,0,241.61
2021-11-23 16:00:00,109.46,616.38,968,0,0,0,242.01
2021-11-24 16:00:00,109.6,622.01,5632,0,0,0,244.47
2021-11-25 16:00:00,108.74,627.34,5328,0,0,0,248.44
2021-11-26 16:00:00,107.19,617.97,0,-9368,0,0,246.53
2021-11-29 16:00:00,106.82,610.02,0,-7952,0,0,243.3
2021-11-30 16:00:00,105.99,612.86,2840,0,0,0,246.07
2021-12-01 16:00:00,106.5,626.38,13520,0,0,0,251.76
2021-12-02 16:00:00,107.02,612.77,0,-13608,0,0,244.3
2021-12-03 16:00:00,108.93,605.14,0,-7622.64,475288,-471320,237.5
2021-12-06 16:00:00,108.57,590.37,0,-14778,0,0,231
2021-12-07 16:00:00,109.83,635.59,45227,0,0,0,250.56
2021-12-08 16:00:00,112.98,644.3,8708,0,0,0,249.47
2021-12-09 16:00:00,116.51,641.76,0,-2544,0,0,242.6
2021-12-10 16:00:00,115.5,661.49,19731,0,0,0,253.36
2021-12-13 16:00:00,116.72,649.28,0,-12206,0,0,245.74
2021-12-14 16:00:00,115.27,648.36,0,-926,0,0,247.64
2021-12-15 16:00:00,113.4,646.39,0,-1969,0,0,249.76
2021-12-16 16:00:00,114.63,647.17,781,0,0,0,248.12
2021-12-17 16:00:00,111.22,640.98,0,-6186.17,743738,-507019,250.81
2021-12-20 16:00:00,108.05,635.27,0,-5712,0,0,253.41
2021-12-21 16:00:00,109.46,656,20730,0,0,0,260.93
2021-12-22 16:00:00,109.51,655.21,0,-795,0,0,260.46
2021-12-23 16:00:00,110.97,648.98,0,-6225,0,0,255.02
2021-12-24 16:00:00,109.8,644.74,0,-4244,0,0,254.98
2021-12-27 16:00:00,109.71,658.36,13625,0,0,0,261.62
2021-12-28 16:00:00,111.27,681.78,23423,0,0,0,270.04
2021-12-29 16:00:00,108.19,703.61,21823,0,0,0,286
2021-12-30 16:00:00,109.81,716.63,13025,0,0,0,289.22
2021-12-31 16:00:00,110.61,747.38,30751.25,0,830875,-831313,302.35
